timestamp,event,student_id,name,entry_time,exit_time,thumb_path,class_name
2025-11-30 03:11:14,entry,1,Demo Student 0e9cfb,2025-11-30 03:11:14,,autosave\thumbs\x\2025-11-30_03-11-14_1.jpg,x
2025-11-30 03:11:14,entry,1,Demo Student 0e9cfb,2025-11-30 03:11:14,,autosave\thumbs\x\2025-11-30_03-11-14_1.jpg,x
2025-11-30 03:12:37,entry,1,Demo Student 0e9cfb,2025-11-30 03:12:37,,autosave\thumbs\x\2025-11-30_03-12-37_1.jpg,x
2025-11-30 03:12:38,entry,1,Demo Student 0e9cfb,2025-11-30 03:12:38,,autosave\thumbs\x\2025-11-30_03-12-38_1.jpg,x
2025-11-30 03:12:38,entry,1,Demo Student 0e9cfb,2025-11-30 03:12:38,,autosave\thumbs\x\2025-11-30_03-12-38_1.jpg,x
2025-11-30 03:12:38,entry,1,Demo Student 0e9cfb,2025-11-30 03:12:38,,autosave\thumbs\x\2025-11-30_03-12-38_1.jpg,x
2025-11-30 03:12:38,entry,1,Demo Student 0e9cfb,2025-11-30 03:12:38,,autosave\thumbs\x\2025-11-30_03-12-38_1.jpg,x
2025-11-30 03:12:39,entry,1,Demo Student 0e9cfb,2025-11-30 03:12:39,,autosave\thumbs\x\2025-11-30_03-12-39_1.jpg,x
2025-11-30 03:12:39,entry,1,Demo Student 0e9cfb,2025-11-30 03:12:39,,autosave\thumbs\x\2025-11-30_03-12-39_1.jpg,x
2025-11-30 03:12:39,entry,1,Demo Student 0e9cfb,2025-11-30 03:12:39,,autosave\thumbs\x\2025-11-30_03-12-39_1.jpg,x
2025-11-30 03:12:39,entry,1,Demo Student 0e9cfb,2025-11-30 03:12:39,,autosave\thumbs\x\2025-11-30_03-12-39_1.jpg,x
2025-11-30 03:12:39,entry,1,Demo Student 0e9cfb,2025-11-30 03:12:39,,autosave\thumbs\x\2025-11-30_03-12-39_1.jpg,x
2025-11-30 03:12:40,entry,1,Demo Student 0e9cfb,2025-11-30 03:12:40,,autosave\thumbs\x\2025-11-30_03-12-40_1.jpg,x
